MrpDate,Org,PlnrCd,Planner,ExCd,Exception,days,Item,Description,MakeBuy,xSignal,Buyer,SupplyType,xOrder,Quantity,DueDate,FromDate,ToDate,ExtCost,StdCst,Vendor,VendNum
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-280,101260,"SHAFT,CONTROL INNER",buy,DCI,"Chong, Suzanne",Purchase order,CON2636EM,200,,42619,42339,3265.64,16.33,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-21,101293,PIN,buy,LOT$,"Chong, Suzanne",Purchase order,SC0070,100,,42425,42404,267.08,2.67,THUNDERBOLT MFG INC,14001913
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0101301-90,(F) EXTRUSION,buy,LOT$,"Chong, Suzanne",Purchase order,SC0090,120,,42417,42415,2612.98,21.77,SUPERIOR METAL SHAPES INC,5050173
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-47,0101341-1,SHAFT ASSY,buy,DCI,"Chong, Suzanne",Purchase order,SC0091,295,,42500,42453,46379.09,157.22,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-56,0101432-23,MOLDED STRAP ASSY.,make,,,Discrete job,1966658,106,,42395,42339,3145.44,29.67,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-7,0101592-2,CONTROL ASSY.,make,,,Discrete job,1956122,10,,42431,42424,3962.9,396.29,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0101603-03,CONTROL ASSEMBLY,make,,,Discrete job,1968714,1,,42377,42376,76.04,76.04,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-274,0101614-03,CABLE FITTING,buy,DCI,"Chong, Suzanne",Purchase order,CON0865YA,640,,42619,42345,3097.7,4.84,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0101650-01,HARNESS SHOULDER,buy,,"Chong, Suzanne",Purchase order,SC0097,20,,42389,42388,2332.6,116.63,AERIAL MACHINE & TOOL CORP,5000388
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-104,0101737-01,CONTROL HEAD,buy,DCI,"Chong, Suzanne",Purchase requisition,273583,100,,42515,42411,2668.49,26.68,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-32,0101837-01,ANCHOR,buy,YRBY,"Chong, Suzanne",Purchase order,SC0053,30,,42478,42446,424.07,14.14,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-151,0101837-01,ANCHOR,buy,YRBY,"Chong, Suzanne",Purchase order,SC0053,30,,42604,42453,424.07,14.14,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-7,0101837-01,ANCHOR,buy,YRBY,"Chong, Suzanne",Purchase order,SC0053,30,,42387,42380,424.07,14.14,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0101847-01,"INERTIA REEL ASSY, 36 IN.",make,,,Discrete job,1963043,5,,42349,42347,7578.28,1515.66,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0101858-01,"LEVER, CONTROL ASSY",make,,,Discrete job,1968396,7,,42384,42383,214.85,30.69,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0101863-01,(%%%### TEST 3/LOT ### %%)  SHAFT ASSEMBLY,make,,,Discrete job,1965978,47,,42384,42383,20615.87,438.64,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0101869-110,CABLE ASSEMBLY,make,,,Discrete job,1967861,2,,42349,42347,45.53,22.77,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-4,0106975-04,REEL ASS'Y,make,,,Discrete job,1962768,13,,42548,42544,9661.67,743.21,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-17,0107402-03,FRAME ASSY,make,,,Discrete job,1967862,25,,42356,42339,1471.53,58.86,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0111040-51,"HARNESS SYSTEM (BUCKLE KIT, 1-ACTION)",make,,,Discrete job,1966649,4,,42349,42347,892.36,223.09,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0111065-51,"HARNESS SYSTEM, CANADIAN EH-101, JUMP/OBSERVER",make,,,Discrete job,1968715,1,,42377,42376,223.09,223.09,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0111221-01,ADJUSTER ASSY 2 IN.,make,,,Discrete job,1968243,150,,42342,42341,1799.57,12,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-4,0111221-21,ADJUSTER ASSY 1 3/4 IN. (###Replaces 1101088-03###),make,,,Discrete job,1969661,25,,42377,42373,782.19,31.29,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0111221-31,ADJUSTER ASSY 2 1/4 IN,make,,,Discrete job,1967863,100,,42342,42340,1244.03,12.44,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0111984-01,LEAD-IN STRAP,make,,,Discrete job,1966651,3,,42349,42347,191.19,63.73,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-18,0111984-01,LEAD-IN STRAP,make,,,Discrete job,1966741,10,,42464,42446,637.29,63.73,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0111984-03,LEAD-IN STRAP,make,,,Discrete job,1968717,1,,42377,42376,62.36,62.36,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0111989-33,"WEBBING ASSY, NON-STANDARD RESIN BLOCK",make,,,Discrete job,1968244,12,,42377,42375,377.25,31.44,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,0111994-01,LOAD PLATE ASSEMBLY,make,,,Discrete job,1966650,4,,42342,42340,301.5,75.37,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0111994-01,LOAD PLATE ASSEMBLY,make,,,Discrete job,1968718,1,,42361,42360,75.37,75.37,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0113209-1,SLEEVE,buy,,"Chong, Suzanne",Purchase requisition,271645,5,,42444,42443,902.13,180.43,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-63,0113274-1,SHAFT-LOCK DOG,buy,DCI,"Chong, Suzanne",Purchase order,CON0086SC,150,,42404,42341,787.25,5.25,TCT ADVANCED MACHINING INC,14001328
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-50,0113412-01,STABILIZER,buy,DCI,"Chong, Suzanne",Purchase order,SC0095BP(1),12,,42389,42339,105.81,8.82,SERRA MANUFACTURING CORP,5014588
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-32,0113495-01,STRAP ASSY,make,,,Discrete job,1969158,5,,42457,42425,114.76,22.95,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,0113609-01,BRACKET ASS'Y INERTIA REE,buy,,"Chong, Suzanne",Purchase requisition,271654,2,,42444,42443,188.59,94.3,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-13,1101623-01,"DOG, H.D.",buy,DCI,"Chong, Suzanne",Purchase order,EM2961BP(13),300,,42390,42377,1364.57,4.55,PRECISION SHAPES INC,5012850
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-5,1101669-01,RETAINER DOG,buy,DCI,"Chong, Suzanne",Purchase order,SC0099BP(1),154,,42345,42340,176.02,1.14,SERRA MANUFACTURING CORP,5014588
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-22,1101710-01,LOAD PLATE,buy,DCI,"Chong, Suzanne",Purchase order,SC0088BP(2),70,,42361,42339,3224.82,46.07,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-10,1101720-01,PLATE ASSY,make,,,Discrete job,1966648,100,,42349,42339,1145.8,11.46,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-9,1101720-01,PLATE ASSY,make,,,Discrete job,1968849,100,,42349,42340,1145.8,11.46,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,1101735-03,LOAD PLATE ASSY.,make,,,Discrete job,1967865,12,,42341,42339,4509.21,375.77,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-8,1101787-03,"HANDLE, MACHINED",buy,DCI,"Chong, Suzanne",Purchase order,EM2962BP(14),100,,42348,42340,1789.1,17.89,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,1101787-03,"HANDLE, MACHINED",buy,DCI,"Chong, Suzanne",Purchase order,EM2962BP(13),100,,42341,42339,1789.1,17.89,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-42,1101801-01,DOG,buy,DCI,"Chong, Suzanne",Purchase order,CON0080SC,3300,,42383,42341,30944.27,9.38,PRECISION SHAPES INC,5012850
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,1101847-03,"BODY, MACHINED",buy,DCI,"Chong, Suzanne",Purchase order,YA1065BP(10),100,,42341,42339,1450.88,14.51,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,1101847-03,"BODY, MACHINED",buy,DCI,"Chong, Suzanne",Purchase order,YA1065BP(9),100,,42341,42339,1450.88,14.51,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-1,1101875-03,MACHINED FITTING,buy,DCI,"Chong, Suzanne",Purchase order,EM2844BP(14),250,,42341,42340,7799.63,31.2,HYDROMACH INC,14002291
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-7,1107370-07,FITTING,buy,DCI,"Chong, Suzanne",Purchase order,SC0041BP(7),350,,42348,42341,1612.41,4.61,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-2,1107408-01,BUCKLE PAD,make,,,Discrete job,1966641,21,,42342,42340,384.27,18.3,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-9,1107408-01,BUCKLE PAD,make,,,Discrete job,1968432,16,,42349,42340,292.78,18.3,,
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-280,HR30136-03, NUT,buy,DCI,"Munoz, Eric",Purchase order,CON172JA,195,,42619,42339,2526.73,12.96,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,6,Orders to be rescheduled in,-51,HR30149,GUIDE-SPRING CONTROL,buy,DCI,"Chong, Suzanne",Purchase requisition,274018,3600,,42459,42408,3107.02,0.86,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,110,101210,TORQUE PIN,buy,DCI,"Chong, Suzanne",Purchase order,CON0071SC,600,,42376,42486,1294.6,2.16,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,23,101211,FLYWHEEL (MACHINED),buy,DCI,"Chong, Suzanne",Purchase order,SC0093,75,,42500,42523,1336.58,17.82,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,47,101211,FLYWHEEL (MACHINED),buy,DCI,"Chong, Suzanne",Purchase order,SC0093,100,,42474,42521,1782.11,17.82,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,35,101211,FLYWHEEL (MACHINED),buy,DCI,"Chong, Suzanne",Purchase order,SC0093,50,,42418,42453,891.05,17.82,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,1,0101220-03,"DOG, LOCKING CASTING",buy,SCH,"Chong, Suzanne",Purchase requisition,273866,200,,42431,42432,3020.72,15.1,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,9,0101229-1,SHIELD,buy,DCI,"Chong, Suzanne",Purchase order,SC0036BP(2),25,,42352,42361,84.56,3.38,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,34,0101235-03,"(F) DOG, LOCKING",make,,"Munoz, Eric",Discrete job,1964822,200,,42377,42411,8588.45,42.94,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,86,0101242-04,SHIM  (AS REQUIRED),buy,LOT$,"Chong, Suzanne",Purchase order,SC0072,100,,42437,42523,408.21,4.08,SERRA MANUFACTURING CORP,5014588
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,44,0101259-09,"COVER, END (MACH)",buy,,"Chong, Suzanne",Purchase order,SC0098,35,,42409,42453,1117.26,31.92,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,84,0101259-15,"COVER, CONTROL",buy,LOT$,"Chong, Suzanne",Purchase order,YA0903,80,,42346,42430,3441.98,43.02,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,1,101263,LEVER (MACHINED),buy,,"Chong, Suzanne",Purchase order,SC0084,220,,42487,42488,7364.02,33.47,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,1,101352,RIVET,buy,YRBY,"Chong, Suzanne",Purchase order,SC0096,25,,42382,42383,204.1,8.16,TCT ADVANCED MACHINING INC,14001328
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,36,0101353-03,BEARING,buy,DCI,"Chong, Suzanne",Purchase order,PD11085BP(2),15,,42347,42383,288.66,19.24,TCT ADVANCED MACHINING INC,14001328
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,73,101360,SPIROL PIN,buy,LOT$,"Chong, Suzanne",Purchase order,SC0081,500,,42349,42422,894.99,1.79,OCEAN STATE STAINLESS INC,5021320
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,29,0101717-19,"WEBBING ASSY, REEL",make,,,Discrete job,1969190,8,,42352,42381,455.33,56.92,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,3,0101807-01,SEAR,buy,LOT$,"Chong, Suzanne",Purchase order,SC0058,60,,42380,42383,5073.41,84.56,HEMPHILL SPRING COMPANY,5007155
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,55,0101840-01,"CASE, MACHINED",make,YRBY,"Munoz, Eric",Discrete job,1962603,50,,42328,42383,24127.25,482.54,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,15,0101862-01,"WASHER, HORSESHOE",buy,YRBY,"Chong, Suzanne",Purchase order,SC0064,5,,42361,42376,171.04,34.21,ARANDA TOOLING INC,14002910
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,109,0101989-07,RESTRAINT SYSTEM,make,,,Discrete job,1964914,1,,42454,42563,635.61,635.61,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,1,0106907-0,REEL ASSY,make,,,Discrete job,1948931,4,,42341,42342,5835.25,1458.81,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,36,0106975-04,REEL ASS'Y,make,,,Discrete job,1962761,5,,42325,42361,3716.03,743.21,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,28,0106975-04,REEL ASS'Y,make,,,Discrete job,1962765,16,,42454,42482,11891.28,743.21,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,31,0106975-04,REEL ASS'Y,make,,,Discrete job,1962764,24,,42423,42454,17836.93,743.21,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,28,0106975-04,REEL ASS'Y,make,,,Discrete job,1962763,25,,42395,42423,18580.13,743.21,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,86,0111220-01,SLIDE BAR,buy,DCI,"Chong, Suzanne",Purchase order,CON0078SC,4700,,42396,42482,13978.13,2.97,TCT ADVANCED MACHINING INC,14001328
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,4,0111222-21,"FRAME, MILITARY SLIDE",buy,DCI,"Chong, Suzanne",Purchase order,YA0850BP(7),30,,42349,42353,502.09,16.74,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,107,0113391-01,SPRING,buy,DCI,"Chong, Suzanne",Purchase order,EM2878BP(3),100,,42346,42453,314.9,3.15,SUPERIOR SPRING CO,13058370
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,29,0113391-01,SPRING,buy,DCI,"Chong, Suzanne",Purchase order,SC0094,150,,42424,42453,472.35,3.15,SUPERIOR SPRING CO,13058370
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,36,0113412-01,STABILIZER,buy,DCI,"Chong, Suzanne",Purchase order,SC0095BP(2),12,,42389,42425,105.81,8.82,SERRA MANUFACTURING CORP,5014588
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,7,0113461-01,"FITTING, WEBBING END",buy,LOT$,"Munoz, Eric",Purchase requisition,273754,15,,42466,42473,935.96,62.4,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,6,0113494-01,REEL ASSY(FIRE LEVEL 4),make,,,Discrete job,1960903,11,,42454,42460,29312.96,2664.81,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,13,0113548-01,SPOOL < 3 EXTRA PER ORDER PROOF LOAD(40)LOT SIZE,make,,,Discrete job,1968719,22,,42412,42425,5800.65,263.67,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,132,0113638-01,CONTROL LEVER ASSY,make,,"Munoz, Eric",Discrete job,1964238,9,,42293,42425,352.47,39.16,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,13,0113638-01,CONTROL LEVER ASSY,make,,"Munoz, Eric",Discrete job,1966297,3,,42412,42425,117.49,39.16,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,21,1101672-01,"SPRING, RELEASE",buy,DCI,"Chong, Suzanne",Purchase order,SC0010BP(8),300,,42356,42377,451.36,1.5,SUPERIOR SPRING CO,13058370
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,23,1101698-01,BUSHING,buy,,"Chong, Suzanne",Purchase order,SC0089,100,,42437,42460,573.82,5.74,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,71,1101698-01,BUSHING,buy,,"Chong, Suzanne",Purchase order,SC0089,25,,42346,42417,143.46,5.74,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,105,1101722-99,"BOOT, BLANK",buy,DCI,"Chong, Suzanne",Purchase order,SC0079,100,,42380,42485,555.16,5.55,S&C PLASTIC COATING LLC,14002477
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,57,1101731-03,ANCHOR,buy,DCI,"Chong, Suzanne",Purchase order,MB675BP(31),50,,42355,42412,379.05,7.58,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,70,1101739-01,FITTING,buy,DCI,"Chong, Suzanne",Purchase order,YA0083BP(15),50,,42342,42412,490.43,9.81,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,5,1101750-33,HEAVY DUTY ROTARY BUCKLE,make,,,Discrete job,1966457,25,,42356,42361,3963.84,158.55,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,8,1101750-37,HEAVY DUTY ROTARY BUCKLE,make,,,Discrete job,1967866,12,,42341,42349,5822.72,485.23,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,127,1101750-37,HEAVY DUTY ROTARY BUCKLE,make,,,Discrete job,1969676,8,,42355,42482,3881.82,485.23,,
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,4,1101797-01,LOAD PLATE ASSY,buy,DCI,"Chong, Suzanne",Purchase order,SC0055BP(3),100,,42341,42345,3382.27,33.82,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,1,1101813-01,BUTTON,buy,DCI,"Chong, Suzanne",Purchase order,SC0030BP(9),600,,42354,42355,587.81,0.98,NELSON NAMEPLATE CO,5011180
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,30,1101847-03,"BODY, MACHINED",buy,DCI,"Chong, Suzanne",Purchase order,YA1065BP(11),100,,42382,42412,1450.88,14.51,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,112,1101875-03,MACHINED FITTING,buy,DCI,"Chong, Suzanne",Purchase order,EM2844BP(15),250,,42341,42453,7799.63,31.2,HYDROMACH INC,14002291
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,27,HR30147-11,"LEVER, CONTROL",buy,,"Munoz, Eric",Purchase order,EM3628,25,,42382,42409,1231.9,49.28,ALL NEW STAMPING CO,5000758
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,1,NAS1032N3,"NUT, SELF LOCKING",buy,LOT$,"Chong, Suzanne",Purchase order,SC0092,25,,42404,42405,78.43,3.14,JACON FASTENERS & ELECTRONICS,13037000
42337,KIN,PLNR05,Acosta,7,Orders to be rescheduled out,6,NAS123B-125,KNOB-CONTROL,buy,,"Chong, Suzanne",Purchase order,SC0068,25,,42382,42388,2478.39,99.14,JACON FASTENERS & ELECTRONICS,13037000
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101205-07,"(F) SHIELD, SPRING",buy,LOT$,"Chong, Suzanne",Purchase order,SC0056,50,42467,,,316.07,6.32,ACCURATE DIAL & NAMEPLATE INC,14002520
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101244-101,CONTROL CASE ASSY,buy,DCI,"Chong, Suzanne",Purchase order,SC0076,50,42409,,,1662.56,33.25,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101244-101,CONTROL CASE ASSY,buy,DCI,"Chong, Suzanne",Purchase order,SC0076,50,42496,,,1662.56,33.25,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101244-115,CONTROL CASE ASSY,buy,LOT$,"Chong, Suzanne",Purchase order,SC0075,50,42431,,,3427.76,68.56,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101259-11,END COVER MACH,buy,,"Chong, Suzanne",Purchase order,YA0652.,9,42346,,,474.24,52.69,ALLOY DIE CASTING CO,5050145
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,101322,SPRING,buy,LOT$,"Chong, Suzanne",Purchase order,YA0930,20,42352,,,1443.65,72.18,ARGO SPRING MFG CO,14002727
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101809-01,LOCK DOG,buy,,"Chong, Suzanne",Purchase order,YA0927,25,42718,,,4636.04,185.44,HYDROMACH INC,14002291
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101823-01,"PIVOT, LOCK DOG",buy,YRBY,"Chong, Suzanne",Purchase order,SC0061,20,42471,,,881.72,44.09,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101823-01,"PIVOT, LOCK DOG",buy,YRBY,"Chong, Suzanne",Purchase order,SC0061,20,42411,,,881.72,44.09,ALL TIME MACHINE INC,14001299
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101845-01,"PLATE,DRIVE",buy,YRBY,"Chong, Suzanne",Purchase order,SC0060,25,42380,,,320.73,12.83,GENTEC MFG INC,14002474
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0101862-01,"WASHER, HORSESHOE",buy,YRBY,"Chong, Suzanne",Purchase order,SC0064,25,42409,,,855.19,34.21,ARANDA TOOLING INC,14002910
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0113329-03,SEAR,buy,DCI,"Chong, Suzanne",Purchase order,EM2881BP(1),9,42109,,,284.04,31.56,HEMPHILL SPRING COMPANY,5007155
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0910100-83,BEARING,buy,DCI,"Chong, Suzanne",Purchase order,SC0025,150,42443,,,638.55,4.26,AST BEARINGS LLC,5001641
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,0919100-04,BUTTON BUMPER (BLACK),buy,LOT$,"Chong, Suzanne",Purchase order,SC0039,500,42383,,,693.95,1.39,JACON FASTENERS & ELECTRONICS,13037000
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,BH2XAKA,WEB-SAGE GREEN,buy,,"Chong, Suzanne",Purchase order,EM3837,3000,42443,,,8747.25,2.92,BALLY RIBBON MILLS,5001935
42337,KIN,PLNR05,Acosta,8,Orders to be cancelled,,USAF50B6868,"RETAINER, WEBBING",buy,LOT$,"Chong, Suzanne",Purchase order,SC0085,32,42388,,,205.27,6.41,AERIAL MACHINE & TOOL CORP,5000388
42337,KIN,PLNR06,Devaney,6,Orders to be rescheduled in,-2,301202,LOCK-CAP,buy,BUY-AR,"Munoz, Eric",Purchase order,EM3778,25,,42341,42339,284.29,11.37,TCT ADVANCED MACHINING INC,14001328
