ID,Order#,ShipDate,ExtPrice
3087,264017,2015-07-23,324
3088,264017,2015-07-29,324
3089,264017,2015-07-29,324
3090,264018,2015-03-18,36800
3091,264018,2015-04-08,27600
3092,264020,2015-01-26,453
3093,264021,2015-01-19,370
3094,264022,2015-06-30,25515
3095,264022,2015-06-30,25515
3096,264022,2015-06-30,25515
3097,264022,2015-06-30,25596
3098,264023,2015-02-16,632.64
3099,264023,2015-02-16,1054.4
3100,264023,2015-03-02,81.42
3101,264023,2015-02-18,2485.34
3102,264023,2015-02-16,2293.83
3103,264023,2015-02-18,1536
3104,264023,2015-02-05,759.75
3105,264023,2015-03-09,759.75
3106,264023,2015-02-18,209.06
3107,264023,2015-02-18,1032.75
3108,264023,2015-02-16,2510.5
3109,264023,2015-02-16,1476.16
3110,264023,2015-01-29,304.73
3111,264023,2015-01-29,304.73
3112,264023,2015-02-18,11422.6
3113,264023,2015-02-16,963.96
3114,264023,2015-02-16,421.76
3115,264023,2015-01-30,1060
3116,264023,2015-02-18,121.45
3117,264023,2015-01-29,2361.99
3118,264023,2015-02-10,1545.74
3119,264023,2015-05-08,704.96
3120,264023,2015-03-27,1351.77
3121,264023,2015-02-13,3341.7
3122,264023,2015-02-16,1084.59
3123,264023,2015-02-13,3341.7
3124,264024,2015-03-09,1326
3125,264024,2015-03-11,6681.42
3126,264024,2015-02-27,2021.8
3127,264024,2015-02-05,364.5
3128,264024,2015-02-04,191.16
3129,264024,2015-02-13,47.79
3130,264024,2015-02-02,246.3
3131,264024,2015-02-05,2089.2
3132,264024,2015-02-05,289
3133,264024,2015-02-05,233.2
3134,264025,2015-02-26,15812.64
3135,262970,2015-02-27,2031.6
3136,264026,2015-02-05,1741
3137,264026,2015-03-02,2468.16
3138,264026,2015-03-02,557.36
3139,264026,2015-02-07,426
3140,264027,2015-02-18,542.52
3141,264027,2015-02-17,1943.22
3142,264028,2015-02-10,147.9
3143,264028,2015-02-05,87.1
3144,264030,2015-03-02,16097.85
3145,264031,2015-03-02,9928.56
3146,264032,2015-02-26,1378.68
3147,264032,2015-03-02,578
3148,264032,2015-02-12,782.9
3149,264032,2015-02-26,7061.97
3150,264019,2015-01-19,853
3151,264033,2015-02-16,24.25
3152,264033,2015-02-11,1316.3
3153,264033,2015-01-30,651.74
3154,264033,2015-02-16,128.2
3155,264033,2015-02-11,67.82
3156,264033,2015-02-16,767.16
3157,264033,2015-02-16,1148.8
3158,264034,2015-02-25,915.28
3159,264035,2015-01-15,74.25
3160,264036,2015-01-29,2236
3161,264037,2015-01-29,2236
3162,264038,2015-01-29,2236
3163,264039,2015-01-29,2236
3164,264040,2015-01-29,2236
3165,264041,2015-01-29,2236
3166,264042,2015-01-29,2236
3167,264043,2015-01-29,2236
3168,264044,2015-03-26,54000
3169,264044,2015-04-30,13500
3170,264044,2015-03-10,12480
3171,264044,2015-03-19,12480
3172,264045,2015-05-01,4105
3173,264045,2015-05-14,2463
3174,264045,2015-06-10,1642
3175,264046,2015-02-23,0
3176,248633,2015-01-14,0
3177,248633,2015-07-10,0
3178,264047,2015-01-28,0
3179,264048,2015-02-04,0
3180,264049,2015-01-20,1069.85
3181,263598,2015-01-30,2195.25
3182,253690,2015-01-30,3628.95
3183,253690,2015-02-06,1544.06
3184,264050,2015-01-20,1495.86
3185,263737,2015-01-19,871.2
3186,264052,2015-03-02,647.74
3187,264053,2015-03-17,763.04
3188,264053,2015-03-19,1526.08
3189,264053,2015-02-26,1710.24
3190,264053,2015-02-06,1.68
3191,264044,2015-03-26,18069
3192,264044,2015-04-30,11095
3193,264044,2015-05-20,2536
3194,264054,2015-03-11,1866
3195,262006,2015-02-25,0
3196,263494,2015-01-22,0
3197,264055,2015-02-04,0
3198,264056,2015-02-23,562
3199,264056,2015-02-07,137.45
3200,264056,2015-02-26,390.99
3201,264057,2015-03-06,6711.48
3202,264058,2015-03-27,900.99
3203,264058,2015-03-27,7224
3204,264058,2015-03-31,863.47
3205,264058,2015-03-11,2321.05
3206,264058,2015-02-10,624.64
3207,264058,2015-02-26,5287.1
3208,264059,2015-01-28,447.31
3209,264060,2015-02-18,869.04
3210,264060,2015-03-26,3060.51
3211,264060,2015-02-24,651.12
3212,253666,2015-02-17,4328.22
3213,253690,2015-02-19,579
3214,253666,2015-02-24,3944
3215,264061,2015-03-16,2015.48
3216,264062,2015-03-17,11745.2
3217,264063,2015-04-09,1430
3218,263919,2015-02-19,18154.88
3219,264064,2015-01-23,6144
3220,264065,2015-01-23,27040
3221,264065,2015-01-28,27040
3222,264065,2015-01-23,10816
3223,264066,2015-01-27,8504
3224,264067,2015-01-30,4290
3225,264068,2015-03-20,9915
3226,264068,2015-03-25,9915
3227,264068,2015-03-24,2493.5
3228,264068,2015-04-02,2493.5
3229,264068,2015-03-27,2493.5
3230,264068,2015-04-01,2493.5
3231,264068,2015-04-16,10625
3232,264068,2015-03-25,2493.5
3233,264069,2015-03-27,7365
3234,264069,2015-03-27,4910
3235,264069,2015-03-27,7365
3236,264069,2015-03-13,13120.25
3237,264069,2015-03-25,2455
3238,264069,2015-04-08,18993
3239,264070,2015-03-31,12275
3240,264070,2015-03-26,12275
3241,264071,2015-04-04,2493.5
3242,264071,2015-04-01,2493.5
3243,264071,2015-03-26,2692.98
3244,264071,2015-02-26,7252.5
3245,264071,2015-04-02,9915
3246,264071,2015-03-24,2493.5
3247,264071,2015-03-25,2493.5
3248,264071,2015-03-31,2493.5
3249,264072,2015-04-27,4495.5
3250,264073,2015-06-29,12271.5
3251,264074,2015-03-27,7017.65
3252,264074,2015-01-30,1958.94
3253,264074,2015-03-09,13712.58
3254,264075,2015-06-26,7261.05
3255,264075,2015-07-31,2420.35
3256,264074,2015-03-10,7476.72
3257,261927,2015-08-22,31735
3258,264077,2015-01-16,8.5
3259,264077,2015-01-16,229.9
3260,264077,2015-01-16,209
3261,264078,2015-01-30,565.66
3262,264079,2015-02-05,163
3263,264080,2015-01-20,0
3264,264080,2015-01-20,0
3265,264081,2015-05-27,12782.56
3266,264082,2015-02-07,47
3267,264083,2015-02-19,1378.68
3268,264083,2015-03-10,2321.05
3269,264084,2015-02-19,538.2
3270,264085,2015-01-16,133.6
3271,264086,2015-02-06,21760
3272,264087,2015-01-29,10152
3273,264088,2015-02-17,1530
3274,264088,2015-02-16,1530
3275,264089,2015-02-27,0
3276,264090,2015-02-17,0
3277,264091,2015-02-27,0
3278,264092,2015-03-27,0
3279,264092,2015-03-27,0
3280,264093,2015-02-27,0
3281,264094,2015-02-26,0
3282,264095,2015-01-30,736
3283,264095,2015-02-06,736
3284,258403,2015-02-06,3433
3285,258403,2015-02-10,1029.9
3286,258403,2015-02-09,686.6
3287,258403,2015-02-10,343.3
3288,258403,2015-02-26,686.6
3289,258403,2015-03-19,1029.9
3290,258403,2015-03-06,1373.2
3291,258403,2015-02-21,1716.5
3292,263991,2015-02-05,80
3293,264096,2015-02-27,13717
3294,264097,2015-01-30,13717
3295,264098,2015-02-10,527.4
3296,264098,2015-02-10,527.4
3297,264098,2015-02-16,544.3
3298,264098,2015-02-10,1155.13
3299,264098,2015-02-10,1155.13
3300,264098,2015-02-10,2310.26
3301,264098,2015-02-18,1476.16
3302,264098,2015-02-18,1536
3303,264098,2015-02-18,999.69
3304,264098,2015-02-18,4217.6
3305,264098,2015-01-30,1461.59
3306,264098,2015-02-20,121.45
3307,264098,2015-03-02,610.65
3308,264098,2015-01-30,230.69
3309,264098,2015-02-18,5272
3310,264098,2015-02-18,331.3
3311,264098,2015-02-18,1566.63
3312,264098,2015-01-30,2606.96
3313,264098,2015-03-14,3341.7
3314,264098,2015-02-27,858.6
3315,264098,2015-03-26,3799.63
3316,264099,2015-02-26,15812.64
3317,264100,2015-02-05,409.5
3318,264100,2015-02-05,2089.2
3319,264100,2015-02-05,533.12
3320,264100,2015-02-05,195.65
3321,264100,2015-02-05,211
3322,264100,2015-03-04,562
3323,264100,2015-02-16,562
3324,264100,2015-02-16,562
3325,264100,2015-03-04,372.96
3326,264101,2015-02-16,203.46
3327,264101,2015-01-29,676.89
3328,264101,2015-02-18,3384.45
3329,264101,2015-02-24,119.24
3330,264101,2015-02-24,21.66
3331,264101,2015-02-24,78.6
3332,264101,2015-01-27,129.85
3333,264101,2015-01-27,148.38
3334,264101,2015-01-27,71.12
3335,264102,2015-02-18,1341.66
3336,264102,2015-03-05,1341.66
3337,264102,2015-02-16,702.92
3338,264102,2015-01-27,702.92
3339,264102,2015-01-28,130.33
3340,264102,2015-01-29,1862.38
3341,264102,2015-01-28,56.28
3342,264102,2015-02-12,4254.68
3343,264102,2015-02-12,340.15
3344,264103,2015-02-16,187.5
3345,264103,2015-01-29,187.5
3346,264103,2015-01-29,175.02
3347,264103,2015-03-26,8417
3348,264103,2015-04-06,3390.16
3349,264103,2015-03-05,42.7
3350,264103,2015-02-18,41.65
3351,264104,2015-02-13,7.4
3352,264104,2015-02-20,24
3353,264104,2015-02-20,34.1
3354,264105,2015-02-26,327.69
3355,264105,2015-03-11,332
3356,264105,2015-02-09,946.2
3357,264105,2015-02-16,2620.4
3358,264105,2015-01-29,260.66
3359,264105,2015-04-06,1660.36
3360,264105,2015-02-02,627.3
3361,264105,2015-02-09,76.5
3362,264105,2015-02-16,471.6
3363,264105,2015-01-27,344.58
3364,264105,2015-02-27,680.3
3365,264105,2015-01-27,106
3366,264105,2015-02-02,577.44
3367,264106,2015-01-30,6482.52
3368,264106,2015-02-11,9.35
3369,263478,2015-01-26,811
3370,264107,2015-02-11,6588.6
3371,264108,2015-02-16,1054.4
3372,264108,2015-02-16,602.5
3373,264108,2015-03-18,1574.66
3374,264108,2015-02-27,9635.76
3375,264108,2015-02-27,60872.92
3376,264109,2015-01-19,-6480
3377,264110,2015-03-19,254
3378,264110,2015-04-02,254
3379,264111,2015-03-25,836.65
3380,264112,2015-03-04,12360.5
3381,264112,2015-02-26,2382.72
3382,264113,2015-02-20,392.87
3383,264113,2015-03-17,1816.65
3384,264113,2015-03-13,2087.6
3385,264113,2015-03-13,2576.55
3386,264113,2015-03-05,1162
3387,264114,2015-01-30,100.27
3388,264110,2015-04-14,254
3389,264110,2015-04-20,254
3390,264110,2015-03-19,508
3391,264110,2015-04-07,508
3392,264110,2015-04-20,254
3393,264110,2015-04-02,254
3394,264046,2015-02-23,0
3395,264046,2015-02-23,0
3396,264110,2015-04-06,508
3397,264115,2015-03-23,350
3398,264116,2015-03-24,392
3399,264116,2015-04-08,196
3400,264117,2015-04-15,925
3401,264118,2015-03-13,4650
3402,264118,2015-04-15,4650
3403,264118,2015-04-13,4650
3404,264118,2015-04-07,4650
3405,264118,2015-04-17,4650
3406,264068,2015-04-01,2493.5
3407,264071,2015-03-17,1196.88
3408,264119,2015-04-14,166
3409,264120,2015-04-07,249
3410,264121,2015-03-13,7311.2
3411,253690,2015-02-09,6242.25
3412,253666,2015-02-23,1370.07
3413,264122,2015-02-09,2119.14
3414,264122,2015-02-26,38850.9
3415,264076,2015-01-30,2236
3416,264123,2015-01-30,2236
3417,264124,2015-01-30,2236
3418,264125,2015-01-30,2236
3419,264126,2015-01-30,2236
3420,264127,2015-01-30,2236
3421,264128,2015-02-26,2236
3422,264129,2015-01-30,2236
3423,264130,2015-01-23,0
3424,264131,2015-02-12,2139.7
3425,264132,2015-01-28,1898
3426,264133,2015-02-11,821.9
3427,264133,2015-02-09,500
3428,264133,2015-02-09,1054.4
3429,264133,2015-01-30,452.29
3430,264134,2015-04-27,2940
3431,264135,2015-03-02,1402.73
3432,264135,2015-03-10,652.38
3433,264136,2015-02-05,19.18
3434,264137,2015-02-23,692.54
3435,264137,2015-02-23,2770.16
3436,264138,2015-03-13,3632.4
3437,264139,2015-03-02,1374.16
3438,264140,2015-03-05,12275
3439,264140,2015-02-20,12275
3440,264140,2015-03-20,6613.74
3441,264140,2015-02-23,982
3442,264140,2015-02-26,17636.64
3443,264141,2015-02-23,598.44
3444,264141,2015-03-27,498.7
3445,264141,2015-04-09,997.4
3446,264141,2015-03-20,2992.2
3447,264141,2015-03-31,2992.2
3448,264141,2015-03-26,1994.8
3449,264141,2015-04-09,1994.8
3450,264141,2015-04-11,2493.5
3451,264141,2015-04-14,10625
3452,264141,2015-04-16,10625
3453,264141,2015-04-01,1994.8
3454,264141,2015-04-16,8500
3455,264141,2015-03-13,14505
3456,264142,2015-04-06,7365
3457,264142,2015-04-04,27232.32
3458,264142,2015-04-22,10625
3459,264143,2015-04-10,1994.8
3460,264143,2015-04-04,997.4
3461,264143,2015-03-12,9089.6
3462,264143,2015-04-01,420.3
3463,264144,2015-01-20,-1650
3464,264145,2015-03-25,334.66
3465,264146,2015-03-03,110.28
3466,264147,2015-02-19,300.33
3467,264147,2015-03-06,1387.17
3468,264147,2015-03-26,1619.48
3469,264147,2015-03-17,1419.32
3470,264147,2015-02-27,2289.12
3471,264148,2015-04-30,5621.56
3472,264148,2015-03-09,1308.6
3473,264148,2015-03-25,1308.6
3474,264148,2015-02-17,3188.07
3475,264148,2015-02-24,221.46
3476,264148,2015-02-24,183.78
3477,264148,2015-04-09,1303.56
3478,264148,2015-04-22,3379.34
3479,264149,2015-07-31,24961.3
3480,264150,2015-01-22,836
3481,264151,2015-02-18,8.4
3482,264151,2015-03-09,298.35
3483,264151,2015-02-27,764.05
3484,264151,2015-03-11,562
3485,264151,2015-03-11,388
3486,264152,2015-02-27,112.14
3487,264152,2015-03-09,56.07
3488,264152,2015-02-26,11422.6
3489,264152,2015-02-24,350.4
3490,264152,2015-03-24,2399.82
3491,264152,2015-02-24,2510.5
3492,264152,2015-02-24,1566.63
3493,264153,2015-02-25,1129.7
3494,263824,2015-02-26,55.2
3495,263824,2015-02-26,441.6
3496,264155,2015-06-17,0
3497,264156,2015-04-03,3379.34
3498,264157,2015-02-24,30915.2
3499,264158,2015-02-27,4100
3500,264159,2015-03-06,4737.75
3501,253690,2015-02-11,655.02
3502,264160,2015-01-30,16560
3503,264160,2015-01-30,16560
3504,264160,2015-01-30,6624
3505,264161,2015-01-30,15795
3506,264161,2015-01-30,3159
3507,264162,2015-02-19,1530
3508,264163,2015-04-15,10352.16
3509,263639,2015-02-17,177
3510,263822,2015-02-06,0
3511,264164,2015-02-23,927
3512,253666,2015-02-24,2885.48
3513,253690,2015-02-16,3088.12
3514,264165,2015-01-26,0
3515,264166,2015-01-23,993.5
3516,264166,2015-04-02,2954.16
3517,263784,2015-01-26,973.39
3518,264167,2015-02-12,0
3519,264167,2015-02-12,0
3520,264168,2015-02-23,694.38
3521,264169,2015-03-02,403.6
3522,264170,2015-04-02,802.94
3523,264171,2015-02-24,21029.58
3524,264171,2015-03-20,3504.93
3525,264172,2015-04-09,74.19
3526,264173,2015-03-19,1296
3527,264154,2015-03-05,7869.3
3528,264174,2015-01-30,3640
3529,264174,2015-01-30,3640
3530,264175,2015-01-30,10152
3531,264175,2015-02-09,7020
3532,264175,2015-01-30,7020
3533,264175,2015-02-19,1320
3534,264175,2015-02-10,2400
3535,264176,2015-02-05,2635
3536,264177,2015-02-17,1220
3537,264177,2015-03-12,1708
3538,264178,2015-01-30,853
3539,264179,2015-03-30,1558
3540,264180,2015-05-15,5224
3541,264181,2015-06-22,5224
3542,264182,2015-08-07,5224
3543,264183,2015-09-18,5224
3544,264185,2015-01-23,500
3545,264186,2015-01-28,4891.7
3546,264187,2015-02-20,250
3547,264187,2015-02-16,1004.2
3548,264187,2015-02-16,1054.4
3549,264187,2015-02-20,58.6
3550,264187,2015-02-16,502.1
3551,264189,2015-03-11,28.4
3552,264189,2015-02-24,97.98
3553,264189,2015-02-05,735.14
3554,264189,2015-02-02,112.56
3555,264189,2015-02-16,645.54
3556,264189,2015-02-09,950.06
3557,264189,2015-03-11,3401.5
3558,264189,2015-02-12,3401.5
3559,264189,2015-03-09,2802.2
3560,264189,2015-03-11,615
3561,264189,2015-03-11,918.4
3562,264190,2015-01-28,4080.84
3563,264187,2015-02-20,237.64
3564,264190,2015-01-30,1344
3565,264190,2015-01-30,54.28
3566,264190,2015-02-17,13319
3567,264190,2015-03-10,4558.22
3568,264190,2015-02-27,4993.32
3569,264190,2015-02-24,2258.46
3570,264190,2015-03-23,2258.46
3571,264190,2015-02-13,632.64
3572,264190,2015-02-20,219.18
3573,264190,2015-02-26,54.79
3574,264190,2015-02-24,616.44
3575,264190,2015-01-30,1010.94
3576,264190,2015-01-30,284.4
3577,264191,2015-02-26,320.28
3578,264192,2015-03-03,4085
3579,264193,2015-03-02,374.9
3580,264193,2015-02-02,288.32
3581,264193,2015-03-31,288.32
3582,264193,2015-04-09,288.32
3583,264193,2015-03-02,6
3584,264194,2015-03-30,1603.96
3585,264195,2015-03-02,116.85
3586,264196,2015-03-10,1297.44
3587,264196,2015-02-06,2080.42
3588,264196,2015-02-05,2080.42
3589,264196,2015-03-17,3072.78
3590,264196,2015-03-06,1639.7
3591,264196,2015-03-19,111.53
3592,264196,2015-02-26,7208.52
3593,264196,2015-02-26,1753.5
3594,264196,2015-02-13,1484.76
3595,264196,2015-03-13,4136.04
3596,264197,2015-02-19,817.65
3597,264197,2015-04-10,5693.22
3598,264198,2015-02-16,2081.71
3599,264198,2015-02-04,49.62
3600,253690,2015-02-19,1037.14
3601,264199,2015-01-30,6036
3602,264200,2015-02-06,3056
3603,264201,2015-01-30,6040
3604,264202,2015-01-30,8888
3605,264203,2015-01-30,26456
3606,264185,2015-01-28,1375
3607,264185,2015-02-19,1875
3608,261824,2015-01-26,0
3609,264204,2015-01-27,0
3610,264205,2015-03-25,11280
3611,264205,2015-04-07,11280
3612,264205,2015-03-25,2550
3613,264205,2015-04-07,5640
3614,264205,2015-03-25,4700
3615,264206,2015-04-17,8625
3616,264206,2015-05-15,8625
3617,264206,2015-06-20,8625
3618,264206,2015-06-20,8625
3619,264206,2015-06-20,8625
3620,264206,2015-03-11,2200
3621,264206,2015-03-18,2200
3622,264206,2015-04-17,2200
3623,264206,2015-05-14,2200
3624,264206,2015-06-19,2200
3625,264206,2015-06-20,2200
3626,264206,2015-03-13,2100
3627,264206,2015-03-18,2100
3628,264206,2015-04-17,2100
3629,264206,2015-05-14,2100
3630,264206,2015-06-19,2100
3631,264206,2015-06-20,2100
3632,264206,2015-09-24,8625
3633,264206,2015-08-19,2200
3634,264206,2015-09-23,2200
3635,264206,2015-08-19,2100
3636,264206,2015-09-23,2100
3637,264206,2015-03-17,8625
3638,264209,2015-03-11,3300
3639,264209,2015-03-13,3150
3640,264209,2015-03-17,5175
3641,264210,2015-05-27,820.47
3642,264211,2015-03-06,335.3
3643,264212,2015-03-26,1321.21
3644,264213,2015-03-17,2652.64
3645,264213,2015-04-07,974.08
3646,264214,2015-07-31,2496.13
3647,264215,2015-02-18,187.5
3648,253690,2015-02-16,2139.84
3649,253690,2015-02-16,1255.53
3650,253666,2015-02-16,1479.34
3651,264032,2015-03-27,749.46
3652,264216,2015-05-20,3878
3653,264217,2015-03-27,10620
3654,264217,2015-04-10,7080
3655,263454,2015-02-03,117
3656,264188,2015-03-13,1008
3657,264218,2015-03-14,2554.99
3658,264219,2015-03-02,92.71
3659,264219,2015-03-02,31.1
3660,264219,2015-02-09,2090.1
3661,264220,2015-02-23,22.72
3662,264220,2015-02-04,272.55
3663,264220,2015-02-26,3027
3664,264220,2015-03-02,2018
3665,264220,2015-03-09,178.59
3666,264220,2015-03-09,187.48
3667,264221,2015-03-02,147.9
3668,264221,2015-03-03,33.5
3669,264221,2015-02-26,87.1
3670,264221,2015-03-02,76.87
3671,264221,2015-03-03,468
3672,264222,2015-03-06,1760.25
3673,264222,2015-03-02,720.8
3674,264223,2015-03-30,7726.47
3675,264223,2015-03-02,879.42
3676,264224,2015-03-24,17524.42
3677,264225,2015-04-13,2192
3678,264226,2015-09-17,2386
3679,264226,2015-10-05,2386
3680,264227,2015-02-12,10152
3681,264228,2015-02-17,2400
3682,264229,2015-02-20,21760
3683,264230,2015-02-17,12513
3684,264231,2015-03-17,559.39
3685,264232,2015-02-19,559.39
3686,264233,2015-02-14,1048.86
3687,264233,2015-03-03,1048.86
3688,264234,2015-03-26,8958.84
3689,264235,2015-04-28,286
3690,264236,2015-01-29,1840.6
3691,264236,2015-03-24,3681.2
3692,264237,2015-01-29,158.75
3693,264238,2015-03-27,5109.98
3694,258745,2015-03-23,11944
3695,258745,2015-04-15,5972
3696,258745,2015-04-15,8958
3697,258745,2015-04-29,8958
3698,258745,2015-04-29,7465
3699,258745,2015-05-19,1493
3700,258745,2015-05-28,2986
3701,258403,2015-03-27,1888.15
3702,258403,2015-04-29,514.95
3703,258403,2015-04-29,171.65
3704,258403,2015-04-17,1029.9
3705,258403,2015-04-10,1544.85
3706,258403,2015-04-29,171.65
3707,258403,2015-06-15,686.6
3708,258403,2015-05-21,171.65
3709,258403,2015-05-21,1373.2
3710,258403,2015-06-03,1029.9
3711,258403,2015-05-29,1716.5
3712,258403,2015-06-16,3776.3
3713,258403,2015-07-10,1373.2
3714,258482,2015-05-26,2010
3715,258482,2015-06-30,1340
3716,258482,2015-07-24,670
3717,258482,2015-07-24,1340
3718,258482,2015-08-19,670
3719,264239,2015-03-02,925.24
3720,264240,2015-03-06,2770.16
3721,264241,2015-05-21,12410.7
3722,264242,2015-03-06,15452.94
3723,264242,2015-02-27,11566.48
3724,264243,2015-03-10,13069.18
3725,264244,2015-02-16,10152
3726,264245,2015-02-12,21760
3727,264246,2015-01-30,9420
3728,264247,2015-01-30,14680
3729,253690,2015-02-17,1664.6
3730,253690,2015-02-16,3628.95
3731,253690,2015-02-19,1209.65
3732,264248,2015-06-19,4435
3733,264249,2015-02-03,2200
3734,264250,2015-06-10,162
3735,264250,2015-06-10,648
3736,264250,2015-06-10,324
3737,264250,2015-06-10,324
3738,264250,2015-06-10,324
3739,264250,2015-06-10,324
3740,264250,2015-06-29,324
3741,264250,2015-06-29,648
3742,264250,2015-06-29,9200
3743,264250,2015-06-30,9200
3744,264251,2015-07-30,9200
3745,264251,2015-07-30,9200
3746,264251,2015-07-30,9200
3747,264251,2015-07-31,324
3748,264251,2015-07-31,324
3749,264252,2015-04-10,17700
3750,264254,2015-02-05,720
3751,264255,2015-02-16,768.05
3752,264255,2015-03-24,1519.5
3753,264256,2015-05-27,2455.3
3754,264258,2015-04-29,8204.7
3755,264259,2015-04-27,6020
3756,264260,2015-03-27,2881.2
3757,264260,2015-03-14,6954.5
3758,264260,2015-02-09,364.5
3759,264260,2015-02-09,76.2
3760,264261,2015-04-13,3799.63
3761,264261,2015-02-26,1536
3762,264261,2015-02-26,2064.48
3763,264261,2015-02-26,728.7
3764,264261,2015-03-02,452.29
3765,264261,2015-02-27,2410.2
3766,264261,2015-02-26,11664.45
3767,264261,2015-02-26,642.64
3768,264261,2015-02-26,1084.59
3769,264262,2015-03-23,562
3770,264262,2015-03-23,11922
3771,264262,2015-03-04,241.5
3772,264262,2015-03-04,192
3773,264263,2015-04-13,10513.04
3774,264263,2015-02-24,632.64
3775,264263,2015-02-26,1536
3776,264263,2015-02-26,121.45
3777,264263,2015-02-26,2510.5
3778,264263,2015-03-11,82.2
3779,264263,2015-03-02,1132.24
3780,264263,2015-02-26,215.52
3781,264264,2015-03-26,2969.52
3782,264264,2015-02-09,832.5
3783,264264,2015-02-09,422
3784,264264,2015-02-09,117
3785,264264,2015-02-09,76.2
3786,264265,2015-04-02,336.68
3787,264265,2015-04-13,10513.04
3788,264265,2015-03-24,3341.7
3789,264265,2015-03-11,1369.9
3790,264265,2015-03-02,452.29
3791,264265,2015-02-27,1565.1
3792,264265,2015-03-14,1539.8
3793,264265,2015-03-14,5543.28
3794,264265,2015-02-26,3936.65
3795,264267,2015-02-13,2608.5
3796,264268,2015-01-29,0
3797,264157,2015-02-26,11593.2
3798,264157,2015-03-13,15457.6
3799,264269,2015-02-24,328
3800,264270,2015-02-10,562
3801,264270,2015-03-06,562
3802,264270,2015-02-20,374.9
3803,264271,2015-03-03,29
3804,264271,2015-02-23,193.86
3805,264272,2015-03-13,3604
3806,264272,2015-03-27,10123.35
3807,264273,2015-03-13,932.49
3808,264274,2015-02-20,15155.84
3809,264275,2015-03-27,6150
3810,264276,2015-03-11,63
3811,264277,2015-06-09,763
3812,264278,2015-04-20,10625
3813,264278,2015-04-23,10625
3814,264278,2015-05-27,5248.1
3815,264278,2015-02-26,2493.5
3816,264278,2015-04-08,2493.5
3817,264278,2015-04-24,10625
3818,264278,2015-04-16,8500
3819,264278,2015-04-09,6920
3820,264279,2015-03-17,8809.8
3821,264279,2015-03-27,7252.5
3822,264279,2015-04-23,7252.5
3823,264279,2015-04-06,7856
3824,264279,2015-04-04,4910
3825,264279,2015-03-23,22024.5
3826,264280,2015-02-05,443.4
3827,263822,2015-02-06,6826.8
3828,263474,2015-03-04,22.93
3829,262211,2015-02-21,982
3830,264281,2015-04-11,12275
3831,264281,2015-03-10,22022.25
3832,264281,2015-03-25,22022.25
3833,264281,2015-04-09,12275
3834,264282,2015-05-26,872
3835,264283,2015-03-31,12275
3836,264283,2015-04-20,10625
3837,264283,2015-04-16,10625
3838,264284,2015-04-17,868
3839,264285,2015-04-13,712
3840,264285,2015-04-13,1133
3841,264284,2015-03-17,152
3842,264286,2015-05-29,8490
3843,264287,2015-03-09,708.28
3844,264287,2015-03-04,717.6
3845,264288,2015-03-02,3832.4
3846,264288,2015-03-10,217.09
3847,264289,2015-03-04,2743.8
3848,264289,2015-03-10,3100.65
3849,264289,2015-03-31,770.68
3850,264289,2015-03-06,708.28
3851,264289,2015-03-06,708.28
3852,264290,2015-03-06,717.6
3853,264291,2015-04-08,561.19
3854,264291,2015-03-18,1953.72
3855,264291,2015-04-10,863.47
3856,264292,2015-02-06,802.74
3857,264292,2015-05-05,267.58
3858,264292,2015-03-06,408.85
3859,264293,2015-02-24,346.65
3860,264293,2015-03-05,2816.9
3861,264293,2015-03-05,3588.3
3862,264293,2015-03-13,3591.8
3863,264293,2015-04-14,5693.22
3864,264293,2015-03-02,1947.77
3865,264293,2015-03-10,2359.65
3866,264293,2015-03-25,4938.97
3867,264294,2015-04-09,5826
3868,264294,2015-04-01,1932
3869,264295,2015-02-11,9900
3870,264297,2015-04-22,8162.79
3871,264299,2015-03-24,4938.42
3872,264300,2015-02-23,686.46
3873,264300,2015-04-10,2295.15
3874,264300,2015-04-24,10625
3875,264300,2015-04-25,10625
3876,264301,2015-04-13,10625
3877,264301,2015-04-13,10625
3878,264301,2015-04-13,10625
3879,264301,2015-04-17,10625
3880,264302,2015-04-22,8500
3881,264302,2015-04-20,10625
3882,264302,2015-04-22,10625
3883,264303,2015-04-09,18131.25
3884,264303,2015-05-01,14875
3885,264303,2015-05-09,19125
3886,264303,2015-04-27,6375
3887,264303,2015-04-13,8500
3888,264304,2015-04-22,8500
3889,264304,2015-04-27,8500
3890,264304,2015-05-09,12750
3891,264304,2015-05-09,12750
3892,264305,2015-05-09,11540.28
3893,264305,2015-04-21,12125.19
3894,264305,2015-04-30,17000
3895,264306,2015-05-11,4250
3896,264306,2015-05-11,4675
3897,264306,2015-05-11,12750
3898,264306,2015-05-13,12750
3899,264307,2015-05-09,10625
3900,264307,2015-05-09,10625
3901,264307,2015-05-13,10625
3902,264307,2015-05-14,10625
3903,264309,2015-07-16,39447
3904,264310,2015-03-03,853
3905,264311,2015-03-04,0
3906,262708,2015-04-27,2600
3907,264314,2015-02-17,2932.65
3908,264315,2015-02-26,9226.2
3909,264315,2015-03-06,3075.4
3910,264316,2015-03-13,2478.2
3911,264317,2015-03-24,4154.1
3912,264318,2015-04-30,5807.07
3913,253666,2015-02-10,2687.28
3914,253666,2015-03-10,2855.24
3915,253666,2015-03-10,4328.22
3916,259077,2015-02-20,758.1
3917,261708,2015-02-12,8251
3918,261708,2015-03-26,16502
3919,261708,2015-04-06,8251
