ID,Order#,ShipDate,ExtPrice
6036,265082,2015-07-08,0
6037,265083,2015-04-02,99.74
6038,265084,2015-04-11,99.74
6039,265085,2015-04-02,99.74
6040,265086,2015-04-02,199.48
6041,264820,2015-05-19,1566.54
6042,265087,2015-04-01,0
6043,265087,2015-04-01,0
6044,265087,2015-03-31,0
6045,265087,2015-04-01,177
6046,265087,2015-04-01,177
6047,265087,2015-03-31,2316
6048,265088,2015-04-23,21799.92
6049,265089,2015-04-04,3452.34
6050,265090,2015-05-09,0
6051,265091,2015-05-14,0
6052,265092,2015-04-28,899.6
6053,265092,2015-04-27,1331.9
6054,265093,2015-03-27,0
6055,253690,2015-04-13,436.68
6056,265094,2015-03-31,320.88
6057,265094,2015-03-31,621.66
6058,265094,2015-03-31,805.92
6059,265094,2015-03-31,467.92
6060,265095,2015-05-29,216.5
6061,265095,2015-06-05,74.35
6062,265095,2015-05-07,55.2
6063,265095,2015-04-29,562
6064,265095,2015-05-08,562
6065,265095,2015-04-25,1465.23
6066,265095,2015-04-27,1465.23
6067,265095,2015-05-22,1465.23
6068,265095,2015-04-15,562
6069,265095,2015-04-30,4412
6070,265096,2015-04-06,462.92
6071,265096,2015-04-29,231.46
6072,265096,2015-04-06,34.08
6073,265096,2015-04-06,140.37
6074,265096,2015-04-06,193.86
6075,265096,2015-05-04,18738.6
6076,265096,2015-04-23,1429.75
6077,265097,2015-04-21,717.6
6078,265097,2015-05-01,5160.2
6079,265097,2015-04-27,2594.7
6080,265097,2015-04-30,1196
6081,265097,2015-05-18,4641.4
6082,253690,2015-04-13,2511.06
6083,253690,2015-04-13,1248.45
6084,265098,2015-03-25,0
6085,265099,2015-03-25,0
6086,265100,2015-05-15,3418.55
6087,265100,2015-07-16,3418.55
6088,265101,2015-04-22,6148
6089,265101,2015-04-22,6148
6090,265101,2015-05-12,6148
6091,265101,2015-05-12,6148
6092,265102,2015-05-12,136
6093,265102,2015-05-12,136
6094,265102,2015-05-12,136
6095,265102,2015-06-09,136
6096,263894,2015-03-24,230.62
6097,263894,2015-03-24,691.86
6098,263894,2015-03-24,230.62
6099,265103,2015-09-25,198246
6100,265104,2015-08-25,16728.6
6101,265106,2015-07-27,8265.84
6102,265107,2015-03-30,247.6
6103,265108,2015-04-29,128.3
6104,265108,2015-05-06,128.3
6105,265108,2015-05-06,2263.64
6106,265108,2015-05-08,278.88
6107,265108,2015-05-06,879.42
6108,265109,2015-04-30,254
6109,265109,2015-04-27,753.84
6110,265109,2015-05-18,753.84
6111,265110,2015-06-01,1196
6112,265110,2015-05-04,786.5
6113,265110,2015-07-01,1123.34
6114,265110,2015-04-30,1215.2
6115,265110,2015-07-01,1123.34
6116,265111,2015-05-21,340.15
6117,265111,2015-05-11,689.34
6118,265111,2015-05-13,4330.95
6119,265111,2015-05-13,580.3
6120,265112,2015-07-15,9149
6121,265112,2015-04-16,110.09
6122,265112,2015-05-07,110.09
6123,265113,2015-06-03,8031.96
6124,253666,2015-04-21,4328.22
6125,253690,2015-04-14,736.95
6126,253690,2015-04-23,1158
6127,253690,2015-04-23,7409.46
6128,265114,2015-07-14,2744
6129,265114,2015-07-28,5488
6130,265114,2015-08-25,2744
6131,265115,2015-04-15,2400
6132,265116,2015-05-19,4482.96
6133,265118,2015-04-14,3300
6134,265117,2015-05-19,4250
6135,265119,2015-04-02,99.74
6136,265120,2015-06-02,3760.95
6137,265120,2015-06-17,35709.6
6138,265122,2015-03-27,10152
6139,265123,2015-07-11,15978.2
6140,264023,2015-05-14,450.59
6141,265124,2015-04-02,58.6
6142,265124,2015-04-07,121.45
6143,265124,2015-04-02,4562.18
6144,265124,2015-04-02,384.3
6145,265125,2015-04-11,1187.92
6146,265126,2015-04-16,21760
6147,265127,2015-04-07,11837.88
6148,263483,2015-03-31,1485
6149,265128,2015-07-30,1690
6150,253666,2015-04-10,1972
6151,265129,2015-04-14,1767.6
6152,265129,2015-04-23,441
6153,265129,2015-05-08,45
6154,265129,2015-05-08,1326
6155,265130,2015-04-23,2485.34
6156,265130,2015-04-23,843.52
6157,265130,2015-04-23,11422.6
6158,265130,2015-04-22,3936.65
6159,265130,2015-04-23,209.66
6160,265130,2015-04-23,1816.76
6161,265130,2015-04-23,1807.56
6162,265130,2015-04-23,2741.44
6163,265130,2015-04-23,121.45
6164,265130,2015-04-23,728.7
6165,265130,2015-04-22,816.45
6166,265131,2015-04-02,83.98
6167,265131,2015-04-10,389.66
6168,265131,2015-04-07,150.02
6169,265131,2015-04-02,14.85
6170,265131,2015-05-01,7423.8
6171,265131,2015-04-02,59.84
6172,265131,2015-05-14,1063.57
6173,265131,2015-05-08,776.94
6174,265131,2015-04-02,32.02
6175,265131,2015-04-16,1294.9
6176,265131,2015-04-27,1149.7
6177,265131,2015-05-26,340.15
6178,265131,2015-05-05,2381.05
6179,265131,2015-05-05,680.3
6180,265131,2015-05-08,2381.05
6181,265131,2015-04-27,2294.3
6182,265132,2015-04-02,625
6183,265133,2015-04-02,42
6184,265133,2015-04-02,12.57
6185,265134,2015-05-08,1687.95
6186,265134,2015-04-23,962.58
6187,265134,2015-05-08,1169.38
6188,265134,2015-05-28,1294.9
6189,265134,2015-04-22,234.7
6190,265135,2015-04-23,109.58
6191,253690,2015-04-15,436.68
6192,253690,2015-04-15,3088.12
6193,265136,2015-05-21,2678
6194,253666,2015-04-29,2687.28
6195,253666,2015-04-29,4282.86
6196,265137,2015-05-04,309.14
6197,265137,2015-06-08,309.14
6198,265137,2015-04-15,20.19
6199,265137,2015-05-04,20.19
6200,265137,2015-04-15,811
6201,265138,2015-05-29,8386.5
6202,265138,2015-05-29,8386.5
6203,265138,2015-05-04,3027
6204,265139,2015-04-06,362.64
6205,265140,2015-05-06,898.25
6206,265141,2015-05-04,821.55
6207,265142,2015-05-04,301.44
6208,265142,2015-05-19,5180.82
6209,265142,2015-04-23,1499.6
6210,265142,2015-05-08,1499.6
6211,265142,2015-05-04,1857.96
6212,265143,2015-06-01,583.2
6213,265143,2015-05-13,1374.16
6214,265143,2015-05-28,821.55
6215,265144,2015-05-15,3091.74
6216,265144,2015-05-11,561.19
6217,265144,2015-05-26,498.62
6218,265145,2015-07-21,44930.34
6219,265145,2015-07-31,2496.13
6220,265145,2015-07-25,2496.13
6221,265145,2015-08-31,12480.65
6222,265145,2015-09-18,12480.65
6223,265038,2015-08-06,6320
6224,265146,2015-04-14,8342
6225,265147,2015-04-16,1530
6226,265148,2015-07-08,0
6227,265149,2015-07-31,0
6228,261066,2015-03-27,0
6229,261066,2015-03-27,0
6230,263852,2015-05-29,32400
6231,263852,2015-07-09,3600
6232,263852,2015-05-29,3600
6233,263852,2015-06-16,32400
6234,263852,2015-06-25,3600
6235,263852,2015-06-25,32400
6236,263852,2015-06-16,36000
6237,263852,2015-06-30,26400
6238,263852,2015-07-10,2400
6239,263852,2015-07-22,1200
6240,263852,2015-06-29,36000
6241,263852,2015-07-22,34800
6242,263852,2015-07-30,1200
6243,263852,2015-07-30,34800
6244,263852,2015-07-31,36000
6245,263852,2015-08-07,36000
6246,263852,2015-08-20,33600
6247,263852,2015-08-25,36000
6248,263852,2015-08-27,34800
6249,263852,2015-09-01,34800
6250,263852,2015-09-25,32400
6251,265150,2015-05-28,400
6252,263852,2015-09-24,34800
6253,263852,2015-10-01,1200
6254,263852,2015-10-01,1200
6255,263852,2015-10-01,31200
6256,263852,2015-10-01,1200
6257,264173,2015-04-29,10706.3
6258,265154,2015-05-08,320.56
6259,265154,2015-05-14,2090.1
6260,265155,2015-05-11,717.6
6261,265156,2015-05-04,1622
6262,265156,2015-04-14,22.8
6263,265157,2015-04-21,956.8
6264,265157,2015-04-16,16097.85
6265,265157,2015-05-04,16097.85
6266,265158,2015-05-01,4388.34
6267,265159,2015-05-05,1710.24
6268,265151,2015-04-07,128.5
6269,265151,2015-04-02,768.05
6270,265151,2015-04-02,768.05
6271,265151,2015-04-02,42.7
6272,265151,2015-04-02,10.85
6273,265151,2015-04-24,787.33
6274,265151,2015-04-11,261.92
6275,265151,2015-04-02,632.64
6276,265152,2015-05-01,7843.7
6277,265152,2015-04-02,282.8
6278,265153,2015-04-11,2338.76
6279,265153,2015-05-08,14761.86
6280,265153,2015-05-01,3218.76
6281,265153,2015-05-08,3218.76
6282,265153,2015-04-14,1118.52
6283,265160,2015-04-20,1530
6284,265161,2015-03-31,2119.18
6285,265162,2015-06-30,4940.49
6286,265163,2015-04-02,250
6287,265163,2015-04-02,1054.4
6288,265163,2015-04-02,602.5
6289,265164,2015-07-17,8929.02
6290,265164,2015-07-24,5952.68
6291,265165,2015-05-01,1764.18
6292,265165,2015-04-23,33.66
6293,265166,2015-05-01,1332
6294,265166,2015-05-04,4805
6295,265167,2015-04-02,622.12
6296,265168,2015-06-05,4641.4
6297,265168,2015-05-18,9383.8
6298,265168,2015-05-04,5379.5
6299,265168,2015-05-07,1683
6300,265170,2015-05-05,898.29
6301,265170,2015-04-21,3612
6302,265171,2015-05-14,1408.8
6303,265172,2015-05-12,1408.45
6304,265172,2015-04-22,1276.96
6305,265172,2015-04-20,233.19
6306,265173,2015-04-16,4369.03
6307,265174,2015-04-06,10152
6308,265175,2015-04-03,16560
6309,265175,2015-04-03,16560
6310,265175,2015-04-03,6624
6311,265176,2015-04-06,37494
6312,265177,2015-04-06,18954
6313,253666,2015-05-04,1972
6314,253666,2015-05-04,1972
6315,265178,2015-04-11,602.5
6316,265178,2015-04-11,1961.22
6317,265178,2015-04-11,260.85
6318,265178,2015-04-17,308.25
6319,265178,2015-04-24,3799.63
6320,265179,2015-05-01,15687.4
6321,265180,2015-04-14,3563.76
6322,265181,2015-06-03,1442.65
6323,265181,2015-06-03,2324.8
6324,265182,2015-04-15,1056.86
6325,265183,2015-05-05,2825.13
6326,265184,2015-05-18,12124.97
6327,263286,2015-04-03,13500
6328,265184,2015-05-18,8500
6329,265184,2015-05-18,8500
6330,265185,2015-04-14,123.8
6331,265185,2015-04-14,123.8
6332,265185,2015-05-04,562
6333,265185,2015-05-08,130.32
6334,265185,2015-05-05,2398.2
6335,265185,2015-04-27,8560.5
6336,265185,2015-05-29,8560.5
6337,265185,2015-06-16,87.2
6338,265185,2015-05-01,1254.6
6339,265185,2015-05-04,422.5
6340,265185,2015-05-07,422.5
6341,265185,2015-05-12,41.44
6342,265185,2015-04-23,1119.24
6343,265185,2015-05-06,687.9
6344,265185,2015-05-05,930
6345,265185,2015-05-04,492
6346,265185,2015-05-04,289
6347,265185,2015-05-04,289
6348,265185,2015-05-09,191.85
6349,265185,2015-04-23,734.85
6350,265185,2015-04-06,390.99
6351,265185,2015-05-04,390.99
6352,265185,2015-05-04,346.8
6353,265186,2015-05-04,414.44
6354,265187,2015-05-04,403.6
6355,265187,2015-05-19,32792.55
6356,265187,2015-04-16,277.89
6357,265187,2015-05-29,10090
6358,265187,2015-05-06,2018
6359,265187,2015-05-06,1043.8
6360,265187,2015-05-07,278.97
6361,265187,2015-05-14,1927.98
6362,265188,2015-05-04,234
6363,265188,2015-04-06,200.52
6364,265188,2015-05-20,153.74
6365,265189,2015-05-14,434.18
6366,265190,2015-05-04,7655.09
6367,265190,2015-05-08,2745.6
6368,265190,2015-06-01,16097.85
6369,265191,2015-05-11,1090.1
6370,265191,2015-05-14,3815.2
6371,265192,2015-05-01,383.9
6372,265184,2015-05-18,7305
6373,265193,2015-05-18,2478.2
6374,265193,2015-05-21,29418.29
6375,265193,2015-04-28,934.2
6376,265194,2015-05-04,210
6377,265195,2015-07-13,2695
6378,253666,2015-04-29,1343.64
6379,253690,2015-04-15,2419.3
6380,253690,2015-04-21,3329.2
6381,263656,2015-04-06,177
6382,265199,2015-04-02,8.96
6383,265094,2015-04-30,233.96
6384,265200,2015-05-19,476
6385,265200,2015-04-22,848
6386,265200,2015-04-23,211.1
6387,265200,2015-05-08,6954.5
6388,265200,2015-04-23,59.4
6389,265200,2015-04-23,1345.05
6390,265200,2015-04-23,331.92
6391,265200,2015-04-23,219.6
6392,265200,2015-04-23,238
6393,265200,2015-04-23,357
6394,265200,2015-06-01,6044.29
6395,265200,2015-05-14,3711.9
6396,265200,2015-05-14,258.98
6397,265200,2015-05-14,8770.4
6398,265200,2015-05-14,186.42
6399,265200,2015-05-14,6681.42
6400,265201,2015-04-23,2310.26
6401,265201,2015-04-30,971.62
6402,265201,2015-04-30,1461.59
6403,265201,2015-04-23,121.45
6404,265201,2015-05-14,121.45
6405,265201,2015-04-30,121.45
6406,265201,2015-04-28,1476.16
6407,265201,2015-05-01,718
6408,265201,2015-04-23,2007.04
6409,265201,2015-04-30,1671.36
6410,265201,2015-04-30,1671.36
6411,265201,2015-04-30,1671.36
6412,265201,2015-04-23,1164.45
6413,265201,2015-04-23,3936.65
6414,265201,2015-04-28,5272
6415,265201,2015-04-28,759.75
6416,265201,2015-04-28,759.75
6417,265201,2015-04-30,5883.66
6418,265203,2015-07-31,20878
6419,265204,2015-09-10,10440
6420,265206,2015-09-09,2350
6421,265206,2015-09-09,5883
6422,265206,2015-09-09,9156
6423,265206,2015-09-09,14886
6424,265207,2015-05-22,576
6425,265207,2015-05-22,448
6426,265207,2015-05-22,968
6427,265207,2015-05-22,600
6428,265208,2015-04-23,92.71
6429,265209,2015-05-04,11.6
6430,265210,2015-05-04,3832.4
6431,265210,2015-06-05,29
6432,265210,2015-04-29,165.79
6433,265210,2015-04-29,165.79
6434,265210,2015-06-01,165.79
6435,265211,2015-06-01,2263.64
6436,265213,2015-04-29,3490.9
6437,265213,2015-04-29,786.5
6438,265213,2015-04-20,2234.17
6439,265213,2015-05-26,51253.85
6440,265214,2015-08-19,17472.91
6441,265214,2015-09-03,2496.13
6442,265207,2015-05-22,110
6443,265207,2015-05-22,5530
6444,265207,2015-05-22,22
6445,265216,2015-05-18,0
6446,265207,2015-05-22,34
6447,265207,2015-07-24,3920
6448,265217,2015-04-22,1530
6449,265218,2015-08-27,24456
6450,265218,2015-09-25,24456
6451,265218,2015-09-25,24456
6452,265219,2015-06-25,1110
6453,265219,2015-07-11,740
6454,265219,2015-07-11,1480
6455,265219,2015-07-31,1110
6456,265219,2015-08-21,1110
6457,265219,2015-09-10,1480
6458,265220,2015-07-28,1120
6459,265220,2015-08-11,1120
6460,265220,2015-08-25,1120
6461,265220,2015-09-09,1120
6462,265220,2015-09-23,1120
6463,265220,2015-10-12,1120
6464,265222,2015-08-25,5152
6465,265223,2015-05-01,853
6466,253666,2015-05-06,2687.28
6467,253666,2015-05-06,4328.22
6468,265224,2015-04-09,10152
6469,265224,2015-04-22,2400
6470,265225,2015-05-01,264.47
6471,265226,2015-04-29,0
6472,265227,2015-04-29,0
6473,265228,2015-04-29,0
6474,265229,2015-04-29,0
6475,265230,2015-04-04,3196
6476,265230,2015-07-22,75106
6477,265230,2015-08-17,9588
6478,265231,2015-05-04,1741
6479,265231,2015-05-01,507.98
6480,265232,2015-06-05,3125
6481,265233,2015-05-06,2478.2
6482,265233,2015-05-14,7973.9
6483,265233,2015-05-13,2282.28
6484,265234,2015-06-24,8239.56
6485,265234,2015-06-10,431.87
6486,265234,2015-06-30,25357.3
6487,265234,2015-06-10,1839.74
6488,265235,2015-04-25,2446.59
6489,265236,2015-05-21,371.79
6490,265237,2015-05-05,133.79
6491,265237,2015-06-10,383.9
6492,265238,2015-05-26,2719.6
6493,265238,2015-06-11,15744.22
6494,265239,2015-04-25,1920.75
6495,265240,2015-06-05,1360
6496,265240,2015-06-24,18444
6497,265240,2015-06-26,6148
6498,260724,2015-04-30,177
6499,265241,2015-06-09,314.88
6500,263811,2015-06-29,3350
6501,265181,2015-06-03,2040
6502,265242,2015-04-23,19040
6503,265243,2015-04-09,27040
6504,265243,2015-04-09,27040
6505,265243,2015-04-09,10816
6506,265244,2015-04-23,3660
6507,265245,2015-04-23,8342
6508,265245,2015-04-23,16684
6509,253690,2015-04-23,873.36
6510,265246,2015-06-03,2040
6511,253666,2015-05-05,11832
6512,253666,2015-05-18,3944
6513,253690,2015-04-23,7720.3
6514,265248,2015-07-15,12324.26
6515,265248,2015-07-24,32521.58
6516,265250,2015-05-01,0
6517,265251,2015-06-18,309.14
6518,265251,2015-05-04,562
6519,265252,2015-04-21,277.89
6520,265252,2015-05-11,277.89
6521,265252,2015-04-30,2268.8
6522,265252,2015-05-04,159.8
6523,265252,2015-05-18,2200.8
6524,265252,2015-05-07,3524.4
6525,265252,2015-05-21,2028.6
6526,265252,2015-04-22,2947
6527,265253,2015-05-08,445.18
6528,265253,2015-05-28,986
6529,265253,2015-05-04,2004
6530,265254,2015-06-01,2162.4
6531,265255,2015-06-01,163.4
6532,265255,2015-06-01,1266.35
6533,265255,2015-06-15,770.68
6534,265255,2015-05-04,222
6535,265255,2015-05-29,184
6536,265256,2015-05-20,1118.98
6537,265256,2015-04-21,2054.6
6538,265256,2015-04-29,1657.9
6539,265256,2015-05-19,1484.76
6540,265256,2015-05-29,1456.04
6541,265256,2015-04-24,233.22
6542,265256,2015-04-07,5.19
6543,265257,2015-07-10,816.72
6544,265257,2015-06-09,5864.7
6545,265257,2015-04-29,196.65
6546,265258,2015-04-28,1530
6547,265259,2015-05-12,0
6548,265260,2015-05-12,0
6549,253690,2015-04-25,1037.14
6550,265261,2015-05-01,1254.6
6551,265261,2015-04-14,123.8
6552,265261,2015-05-27,346.8
6553,265261,2015-05-07,254
6554,265261,2015-05-26,159
6555,265262,2015-05-01,2743.8
6556,265262,2015-04-30,139.2
6557,265262,2015-05-06,6054
6558,265262,2015-04-24,291.46
6559,265262,2015-05-06,754.8
6560,265262,2015-04-22,3215.35
6561,265262,2015-05-04,220.7
6562,265262,2015-05-14,220.7
6563,265262,2015-04-27,622.8
6564,265263,2015-05-04,46.92
6565,265263,2015-05-08,445.18
6566,265263,2015-04-07,342.4
6567,265263,2015-04-07,342.4
6568,265263,2015-05-04,65.1
6569,265264,2015-04-27,1062.68
6570,265264,2015-05-05,1040.88
6571,265265,2015-06-15,1.14
6572,265265,2015-05-12,4639.03
6573,265265,2015-04-22,4312.91
6574,264916,2015-04-17,1015.8
6575,265266,2015-04-28,0
6576,265267,2015-04-11,99.74
6577,264596,2015-04-20,1122.92
6578,264597,2015-04-20,561.46
6579,265269,2015-05-28,0
6580,265271,2015-04-28,2305
6581,265272,2015-05-08,2305
6582,265273,2015-04-28,2305
6583,265274,2015-05-11,2305
6584,265275,2015-04-28,2305
6585,265276,2015-04-28,2305
6586,265277,2015-06-08,2305
6587,265278,2015-04-28,2305
6588,265279,2015-05-08,2305
6589,265280,2015-04-28,2305
6590,253690,2015-04-27,2511.06
6591,265281,2015-05-01,1054.4
6592,265281,2015-05-01,562.15
6593,265281,2015-04-14,1282
6594,265281,2015-04-14,339.1
6595,265281,2015-05-01,2628.25
6596,265281,2015-04-14,495.6
6597,265281,2015-04-14,594.1
6598,265282,2015-05-01,69.6
6599,265283,2015-05-11,335.2
6600,265283,2015-05-01,502.1
6601,265283,2015-05-11,230.69
6602,265283,2015-06-01,3633.18
6603,265284,2015-05-01,602.5
6604,265284,2015-05-01,1205
6605,265284,2015-05-01,1054.4
6606,265284,2015-05-19,1955.22
6607,265285,2015-04-17,993.5
6608,265286,2015-04-13,3944
6609,265287,2015-06-01,446.48
6610,265288,2015-08-04,1123.34
6611,265288,2015-05-20,1043.8
6612,265288,2015-06-01,11099
6613,265288,2015-05-12,1537.6
6614,265288,2015-06-01,3100.65
6615,265288,2015-05-29,272.55
6616,265288,2015-06-01,2042.5
6617,265288,2015-05-18,2451
6618,265288,2015-05-15,139.2
6619,265289,2015-06-03,1456.04
6620,265290,2015-04-28,1589.04
6621,265291,2015-04-21,7432.5
6622,265292,2015-06-13,3806.5
6623,265293,2015-07-24,8265.84
6624,265293,2015-08-10,11983.65
6625,265294,2015-08-13,14522.1
6626,265295,2015-04-08,1499.02
6627,262326,2015-05-28,0
6628,262326,2015-05-28,0
6629,265296,2015-05-16,34375
6630,265296,2015-05-22,34375
6631,265296,2015-05-23,34375
6632,265296,2015-05-26,24750
6633,265296,2015-07-15,9625
6634,265297,2015-08-11,5330
6635,265297,2015-08-11,5330
6636,265297,2015-08-11,410
6637,265297,2015-08-26,4510
6638,265297,2015-08-27,4920
6639,265297,2015-08-27,2460
6640,265297,2015-09-12,2870
6641,265297,2015-09-12,1230
6642,265297,2015-10-02,4100
6643,265297,2015-10-09,3280
6644,265297,2015-10-09,4920
6645,265298,2015-07-24,98625
6646,265299,2015-09-25,74556
6647,265299,2015-09-25,115976
6648,265300,2015-06-30,18754.45
6649,265301,2015-04-30,187.25
6650,265301,2015-04-30,178
6651,265301,2015-04-30,308
6652,265301,2015-06-01,344
6653,265301,2015-05-27,848
6654,265301,2015-05-21,10086.12
6655,265301,2015-05-12,1326
6656,265301,2015-04-30,146.25
6657,265301,2015-04-30,197.4
6658,265301,2015-06-09,3144.48
6659,265301,2015-06-01,997.92
6660,265302,2015-05-12,999.69
6661,265302,2015-04-30,963.96
6662,265302,2015-05-08,2510.5
6663,265302,2015-05-08,2510.5
6664,265302,2015-05-08,2064.48
6665,265302,2015-05-08,1566.63
6666,265302,2015-05-08,1566.63
6667,265302,2015-05-08,39.26
6668,265302,2015-04-30,5272
6669,265302,2015-05-14,1369.9
6670,265302,2015-05-08,1536
6671,265302,2015-04-30,11422.6
6672,265302,2015-05-08,324.78
6673,265302,2015-05-08,1687.04
6674,265303,2015-04-16,57.4
6675,265303,2015-05-14,3808.72
6676,265303,2015-04-27,504.18
6677,265303,2015-04-27,353.69
6678,265303,2015-05-08,262.09
6679,265303,2015-05-27,49.2
6680,265303,2015-05-14,481.29
6681,265303,2015-04-23,362.2
6682,265303,2015-05-28,715.53
6683,265303,2015-05-14,516.5
6684,265303,2015-04-21,202.65
6685,265303,2015-05-14,1980.25
6686,265303,2015-05-14,353.92
6687,265303,2015-05-14,3116.7
6688,265303,2015-05-14,552.84
6689,265303,2015-05-12,32285.22
6690,265304,2015-05-14,3990.37
6691,265304,2015-06-11,6659.5
6692,265304,2015-07-13,6904.68
6693,265304,2015-05-12,3275.21
6694,265304,2015-04-28,312.5
6695,265304,2015-04-27,504.63
6696,265305,2015-06-04,224.7
6697,265305,2015-05-26,898.25
6698,265306,2015-05-21,1777.12
6699,265306,2015-05-04,147.04
6700,265307,2015-05-01,215.04
6701,265307,2015-05-12,215.04
6702,265307,2015-05-15,104.86
6703,265308,2015-05-08,80.4
6704,265308,2015-05-04,200.52
6705,265309,2015-06-17,6132.16
6706,265309,2015-06-17,6132.16
6707,265309,2015-06-17,6132.16
6708,265310,2015-05-18,2947
6709,265311,2015-05-04,144.84
6710,265311,2015-06-01,144.84
6711,265312,2015-05-07,58.96
6712,265312,2015-05-28,3066.08
6713,265312,2015-08-19,6059.82
6714,265312,2015-05-26,2757.36
6715,265313,2015-04-24,4116
6716,265313,2015-07-30,3925.74
6717,265313,2015-05-21,26789.16
6718,265313,2015-05-14,7008.04
6719,265315,2015-05-01,178
6720,265315,2015-05-01,441
6721,265315,2015-05-01,1767.6
6722,265315,2015-05-28,3711.9
6723,265315,2015-05-28,3711.9
6724,265316,2015-04-23,1475
6725,265316,2015-04-30,2594.28
6726,265316,2015-06-12,336.68
6727,265316,2015-05-01,11422.6
6728,265316,2015-05-12,2293.83
6729,265316,2015-06-12,2399.82
6730,265317,2015-05-28,378.84
6731,265318,2015-05-08,522
6732,265318,2015-06-05,1119.24
6733,265318,2015-06-02,320.56
6734,265318,2015-05-14,245.7
6735,265318,2015-05-07,706.96
6736,265318,2015-05-14,706.96
6737,265319,2015-04-21,77.22
6738,265319,2015-05-19,77.22
6739,265319,2015-05-14,1892.16
6740,265319,2015-06-10,1892.16
6741,265320,2015-05-14,4085
6742,265320,2015-06-08,6430.7
6743,265320,2015-06-01,2576.55
6744,265321,2015-05-04,98
6745,265321,2015-04-22,27.8
6746,265322,2015-05-11,7423.8
6747,265322,2015-06-05,16.5
6748,265322,2015-06-11,1712.4
6749,265322,2015-06-01,7423.8
6750,265323,2015-06-01,922.56
6751,265323,2015-05-11,116.2
6752,265323,2015-04-30,78.66
6753,265324,2015-05-14,17002.2
6754,265324,2015-05-28,802.94
6755,265324,2015-05-20,7457.2
6756,265325,2015-06-29,11386.44
6757,265325,2015-05-14,3504.93
6758,265326,2015-04-30,2779
6759,265326,2015-05-05,2047.73
6760,253690,2015-04-29,3329.2
6761,253690,2015-04-29,9882.54
6762,265327,2015-04-30,1530
6763,264852,2015-04-27,299.4
6764,265329,2015-08-24,136
6765,265330,2015-09-25,3249
6766,265331,2015-07-31,1000
6767,265331,2015-08-25,1000
6768,265332,2015-05-28,3975
6769,265333,2015-07-22,1942
6770,258745,2015-08-28,2986
6771,258745,2015-08-28,5972
6772,258745,2015-09-25,1493
6773,258745,2015-09-25,2986
6774,264147,2015-04-22,1436.12
6775,258482,2015-08-19,1340
6776,258482,2015-09-19,2680
6777,265335,2015-04-28,3162
6778,253666,2015-05-18,7888
6779,265336,2015-04-10,0
6780,265336,2015-04-10,0
6781,265337,2015-06-01,476
6782,265337,2015-04-30,101
6783,265337,2015-05-08,805.25
6784,265337,2015-04-30,346.5
6785,265338,2015-05-12,1060
6786,265338,2015-04-30,566.12
6787,265338,2015-05-08,566.12
6788,265338,2015-05-12,4217.6
6789,265338,2015-05-19,170.8
6790,265338,2015-06-19,2941.08
6791,265339,2015-05-01,2047.73
6792,265339,2015-06-09,2047.73
6793,265340,2015-04-27,750
6794,265340,2015-05-14,168
6795,265341,2015-04-27,1215.85
6796,265343,2015-09-25,4600
6797,265344,2015-04-14,123.8
6798,265344,2015-04-14,123.8
6799,265344,2015-05-07,577.44
6800,265344,2015-07-14,577.44
6801,265345,2015-04-22,2018
6802,265345,2015-05-12,3844
6803,265345,2015-06-12,1677.3
6804,265345,2015-07-09,6709.2
6805,265345,2015-05-14,1996
6806,265346,2015-06-09,601.6
6807,265346,2015-06-01,61.8
6808,265346,2015-04-27,76.87
6809,265346,2015-06-01,68.48
6810,265347,2015-05-20,361.87
6811,265347,2015-05-20,361.49
6812,265347,2015-05-20,298.6
6813,265347,2015-05-20,1258.88
6814,265347,2015-06-10,5501.73
6815,265347,2015-05-18,7957.77
6816,265347,2015-05-18,6227.82
6817,265347,2015-06-02,2630.25
6818,265347,2015-05-27,446.12
6819,265348,2015-04-16,2208
6820,265349,2015-05-20,2904.68
6821,265349,2015-05-20,546.99
6822,265349,2015-06-17,546.99
6823,265349,2015-07-28,546.99
6824,265349,2015-08-21,546.99
6825,265349,2015-09-21,546.99
6826,265349,2015-05-15,1367.42
6827,265349,2015-07-13,1367.42
6828,265349,2015-09-08,1367.42
6829,265349,2015-06-12,10255.65
6830,265350,2015-07-17,1399.5
6831,264739,2015-05-01,0
6832,264693,2015-05-01,0
6833,265351,2015-07-31,606.83
6834,265352,2015-08-28,1690
6835,265353,2015-05-29,6375
6836,265353,2015-05-29,10625
6837,265353,2015-05-29,4250
6838,265354,2015-05-29,32200
6839,265354,2015-06-29,18400
6840,265355,2015-05-28,959.28
6841,265355,2015-04-27,6954.5
6842,265355,2015-04-27,6954.5
6843,265355,2015-05-01,151.02
6844,265355,2015-05-01,49.2
6845,265355,2015-05-01,151.02
6846,265355,2015-04-23,211.1
6847,265355,2015-05-01,208.4
6848,265356,2015-04-30,170.8
6849,265356,2015-05-01,331.3
6850,265356,2015-05-19,331.3
6851,265357,2015-04-29,9384.4
6852,265358,2015-04-13,-1349.78
6853,265359,2015-05-12,175.5
6854,265359,2015-05-26,543
6855,265359,2015-05-12,374.9
6856,265359,2015-06-08,374.9
6857,265359,2015-05-12,159
6858,265359,2015-04-29,593.16
6859,265360,2015-05-07,697.2
6860,265360,2015-05-04,403.6
6861,265360,2015-05-15,148.8
6862,265361,2015-05-08,40.8
6863,265361,2015-05-08,890.36
